,words,ner,task
161,"['Заболевание', 'началось', 'остро', ',', 'даже', 'внезапно', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",279
162,"['На', 'фоне', 'нормального', 'самочувствия', 'появился', 'озноб', ',', 'заболела', 'голова', ',', 'повысилась', 'температура', 'тела', 'до', '40,2', 'ºС', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",279
163,"['Отмечал', 'светобоязнь', ',', 'лежал', 'с', 'закрытыми', 'глазами', ',', 'просил', 'выключить', 'телевизор', '.']","['PAT-START', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",279
164,"['Вечером', 'была', 'дважды', 'рвота', ',', 'сохранялась', '«', 'пульсирующая', '»', 'головная', 'боль', '.']","['O', 'O', 'O', 'PAT-START', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",279
165,"['Утром', 'следующего', 'дня', 'самочувствие', 'ухудшилось', ':', 'не', 'понимал', ',', 'где', 'находится', ',', 'стремился', 'пойти', 'на', 'работу', ',', 'при', 'попытке', 'встать', 'упал', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",279
166,"['При', 'поступлении', 'состояние', 'тяжѐлое', ',', 'сознание', 'затемнено', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O']",279
167,"['Дезориентирован', ',', 'но', 'отзывается', 'на', 'своѐ', 'имя', ',', 'жалуется', 'на', 'сильную', 'головную', 'боль', '.']","['PAT-START', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",279
168,"['Температура', 'тела', '39,2', '°', 'С', '.', 'Лицо', 'очень', 'бледное', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",279
169,"['На', 'коже', 'живота', ',', 'ягодиц', 'и', 'нижних', 'конечностей', 'мелкая', 'звѐздчатая', 'сыпь', 'сине-фиолетового', 'цвета', ',', 'имеются', 'также', 'петехиальные', 'элементы', 'на', 'руках', '.']","['O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",279
170,"['Резко', 'выражены', 'ригидность', 'затылочных', 'мышц', 'и', 'симптом', 'Кернига', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",279
171,"['Пульс', '–', '116', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'АД', '–', '130', '/', '90', 'мм', 'рт', '.', 'ст', '.', 'Тоны', 'сердца', 'ясные', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PHY-START', 'PHY', 'PHY', 'O']",279
172,"['При', 'спинномозговой', 'пункции', 'получена', 'под', 'высоким', 'давлением', 'мутная', 'жидкость', 'с', 'высоким', 'нейтрофильным', '(', '99%', ')', 'плеоцитозом', '–', '15400', 'кл', '/', 'мл', ';', 'белок', '–', '2,64', 'г', '/', 'л', ';', 'реакция', 'Панди', '(', '+', '+', '+', '+', ')', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",279
173,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",279
174,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",279
175,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",279
176,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",279
177,"['4', '.', 'Укажите', 'план', 'лечения', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",279
178,"['5', '.', 'Через', '1', 'месяц', 'у', 'больного', 'жалобы', 'на', 'умеренную', 'слабость', ',', 'умеренную', 'головную', 'боль', ',', 'снижение', 'работоспособности', ',', 'иногда', 'головокружение', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'O', 'PAT-START', 'O']",279
179,"['Миндалины', 'не', 'увеличены', ',', 'налѐтов', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",279
180,"['АД', '–', '100', '/', '60', 'мм', 'рт.ст', '.', ',', 'пульс', '–', '76', 'уд', '/', 'мин', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",279
181,"['Контрольный', 'бакТериальный', 'посев', 'мазка', 'из', 'ротоглотки', 'и', 'из', 'носа', 'отрицательный', '.']","['O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",279
182,"['В', 'общем', 'анализе', 'мочи', 'повышение', 'СОЭ', '–', '26', 'мм', '/', 'час', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",279
183,"['Какова', 'дальнейшая', 'тактика', 'ведения', 'пациента', '?']","['O', 'O', 'O', 'O', 'O', 'O']",279
184,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '344', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '280', '[', 'K000324', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'У', 'студента', ',', 'навестившего', 'больного', 'товарища', ',', 'на', '2', 'сутки', 'появились', 'озноб', ',', 'температура', 'тела', '39,1', '°', 'С', ',', 'сильная', 'головная', 'боль', 'в', 'лобной', 'области', ',', 'боли', 'в', 'глазных', 'яблоках', ',', 'мышцах', 'и', 'суставах', ',', 'тошнота', ',', 'слабость', ',', 'отсутствие', 'аппетита', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O']",280
185,"['К', 'концу', '1', 'дня', 'болезни', 'появились', 'заложенность', 'носа', ',', 'першение', 'в', 'горле', ',', 'сухой', 'надсадный', 'кашель', 'с', 'болями', 'за', 'грудиной', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",280
186,"['При', 'объективном', 'осмотре', 'выявлены', 'гиперемия', 'и', 'одутловатость', 'лица', ',', 'заложенность', 'носа', ',', 'в', 'зеве', 'разлитая', 'умеренная', 'гиперемия', 'задней', 'стенки', 'глотки', 'и', 'еѐ', 'зернистость', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",280
187,"['В', 'лѐгких', '–', 'жѐсткое', 'дыхание', ',', 'единичные', 'сухие', 'хрипы', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",280
188,"['Пульс', '–', '102', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'АД', '–', '115', '/', '80', 'мм', 'рт', '.', 'ст', '.', 'Тоны', 'сердца', 'приглушены', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PAT-START', 'PAT', 'PAT', 'O']",280
189,"['Живот', 'мягкий', ',', 'безболезненный', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'O']",280
190,"['Печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",280
191,"['Менингеальных', 'симптомов', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'O']",280
192,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",280
193,"['Предположите', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",280
194,"['2', '.', 'Обоснуйте', 'поставленный', 'Вами', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",280
195,"['3', '.', 'Составьте', 'и', 'обоснуйте', 'план', 'дополнительного', 'обследования', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
196,"['4', '.', 'Укажите', 'план', 'лечения', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
197,"['5', '.', 'Через', '1', 'месяц', 'у', 'больного', 'жалоб', 'нет', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
198,"['Состояние', 'и', 'самочувствие', 'хорошее', '.']","['O', 'O', 'O', 'O', 'O']",280
199,"['Ваша', 'дальнейшая', 'тактика', 'по', 'ведению', 'данного', 'пациента', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",280
200,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '345', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '281', '[', 'K000337', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Т', '.', '21', 'года', 'обратился', 'в', 'поликлинику', 'на', '5', 'день', 'болезни', 'с', 'жалобами', 'на', 'головную', 'боль', 'в', 'лобной', 'области', ',', 'небольшое', 'головокружение', ',', 'светобоязнь', ',', 'озноб', ',', 'заложенность', 'носа', 'с', 'обильными', 'слизисто-серозными', 'выделениями', 'из', 'носовых', 'ходов', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
201,"['Заболевание', 'началось', 'остро', ':', 'температура', 'тела', 'поднялась', 'до', '38', '°', 'С', ',', 'появились', 'умеренная', 'головная', 'боль', ',', 'боли', 'в', 'глазных', 'яблоках', ',', 'светобоязнь', ',', 'слезотечение', ',', 'жжение', 'в', 'глазах', ',', 'сильный', 'насморк', ',', 'боли', 'в', 'горле', 'при', 'глотании', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
202,"['На', 'следующий', 'день', 'и', 'все', 'последующие', 'дни', 'температура', 'тела', 'до', '40', '°', 'С', '.', 'Заболевание', 'связывает', 'с', 'переохлаждением', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O']",281
203,"['При', 'осмотре', 'больного', 'температура', 'тела', '38', '°', 'С', ',', 'вялый', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
204,"['Общее', 'состояние', 'средней', 'тяжести', '.']","['O', 'O', 'O', 'O', 'O']",281
205,"['Носовое', 'дыхание', 'затруднено', ',', 'обильные', 'серозно-слизистые', 'выделения', 'из', 'носовых', 'ходов', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
206,"['Веки', 'отѐчны', '.']","['PAT-START', 'PAT', 'O']",281
207,"['Конъюнктивы', 'обоих', 'глаз', 'резко', 'гиперемированы', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
208,"['Выявлены', 'умеренная', 'гиперемия', 'дужек', ',', 'язычка', ',', 'миндалин', 'и', 'умеренная', 'гиперемия', 'и', 'зернистость', 'задней', 'стенки', 'глотки', '.']","['O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
209,"['Миндалины', 'не', 'увеличены', '.']","['PHY-START', 'PHY', 'PHY', 'O']",281
210,"['Пальпируются', 'мягкие', ',', 'безболезненные', 'подчелюстные', ',', 'шейные', 'и', 'подмышечные', 'лимфатические', 'узлы', '.']","['PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",281
211,"['В', 'лѐгких', 'при', 'аускультации', 'жѐсткое', 'дыхание', ',', 'хрипы', 'не', 'выслушиваются', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",281
212,"['Пульс', '–', '102', 'уд', '/', 'мин', ',', 'ритмичный', ',', 'удовлетворительного', 'наполнения', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'O']",281
213,"['Тоны', 'сердца', 'отчѐтливые', '.']","['PHY-START', 'PHY', 'PHY', 'O']",281
214,"['Язык', 'чистый', ',', 'влажный', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'O']",281
215,"['Живот', 'мягкий', ',', 'безболезненный', '.']","['PHY-START', 'PHY', 'O', 'PHY-START', 'O']",281
216,"['Печень', 'и', 'селезѐнка', 'не', 'пальпируются', '.']","['PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",281
217,"['Менингеальных', 'симптомов', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'O']",281
218,"['Лабораторная', 'диагностика', '.']","['O', 'O', 'O']",281
219,"['Кровь', ':', 'эритроциты', '–', '3,5х10', '12', '/', 'л', ',', 'Нв', '–', '116', 'г', '/', 'л', ',', 'лейкоциты', '–', '7,8х10', '9', '/', 'л', ',', 'эозинофилы', '–', '1%', ',', 'палочкоядерные', '–', '8%', ',', 'сегментоядерные', '–', '53%', ',', 'лимфоциты', '–', '36%', ',', 'моноциты', '–', '2%', '.']","['O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",281
220,"['Моча', ':', 'без', 'патологии', '.']","['O', 'O', 'PHY-START', 'PHY', 'O']",281
221,"['Рентгенография', 'грудной', 'клетки', '–', 'без', 'патологии', '.']","['O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'O']",281
222,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",281
223,"['Сформулируйте', 'и', 'обоснуйте', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",281
224,"['2', '.', 'Назовите', 'заболевания', ',', 'с', 'которыми', 'необходимо', 'провести', 'дифференциальную', 'диагностику', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",281
225,"['3', '.', 'Составьте', 'план', 'обследования', '.']","['O', 'O', 'O', 'O', 'O', 'O']",281
226,"['4', '.', 'Составьте', 'план', 'лечения', '.']","['O', 'O', 'O', 'O', 'O', 'O']",281
