st_pos;end_pos;text;label
9029;9048;пальпируются увеличенные подвижные , не спаянные с кожей плотно-эластические лимфоузлы , в шейно-надключичной области слева сливающиеся между собой в конгломераты ;патологический признак[665]
9049;9049;. ;_
9050;9051;Дыхание везикулярное ;физиологический признак[666]
9052;9052;, ;_
9053;9054;хрипов нет ;физиологический признак[667]
9055;9055;. ;_
9056;9060;ЧДД – 17 в мин ;физиологический признак[668]
9061;9061;. ;_
9062;9064;Тоны сердца ясные ;физиологический признак[669]
9065;9065;, ;_
9066;9066;ритмичные ;физиологический признак
9067;9067;. ;_
9068;9073;ЧСС – 82 уд / мин ;физиологический признак[670]
9074;9074;. ;_
9075;9078;Печень у рѐберной дуги ;физиологический признак[671]
9079;9079;. ;_
9080;9082;Селезѐнка не увеличена ;физиологический признак[672]
9083;9088;. В общем анализе крови : ;_
9089;9094;гемоглобин – 100,0 г / л ;патологический признак[673]
9095;9095;, ;_
9096;9103;лейкоциты – 3,2 × 10 9 / л ;патологический признак[674]
9104;9104;, ;_
9105;9107;эозинофилы – 11% ;патологический признак[675]
9108;9108;, ;_
9109;9111;палочкоядерные – 4% ;физиологический признак[676]
9112;9112;, ;_
9113;9115;сегментоядерные – 67% ;физиологический признак[677]
9116;9116;, ;_
9117;9119;лимфоциты – 14% ;патологический признак[678]
